STAID,YearDamRemoved,Dam_Latitude,Dam_Longitude,Location,River_Basin,State
01463500,2009,40.601069,-75.346298,Bethlehem,Saucon Creek,PA
01463500,2009,40.634546,-75.532269,Allentown,Jordan Creek,PA
01463500,2009,40.853082,-74.811831,Hackettstown,Musconetcong River,NJ
01463500,2009,40.909360,-75.134100,Mt. Bethel,Tributary to Jacoby Creek,PA
01463500,2009,41.057400,-74.888567,Stillwater Township,Tributary to Paulins Kill,NJ
01463500,2009,41.087256,-74.670774,Lafayette Township,Tributary to Paulins Kill,NJ
01463500,2010,40.600971,-75.346674,Lower Saucon Twp,East Branch Saucon Creek,PA
01463500,2011,40.598297,-75.176978,Holland Township,Musconetcong River,NJ
01463500,2011,40.605833,-75.170556,Pohatcong,Musconetcong River,NJ
01463500,2011,40.793010,-74.956540,Mansfield Township,Pohatcong Creek,NJ
01463500,2011,41.213200,-75.613600,,Pond Creek,PA
01463500,2012,41.056881,-75.102884,Smithfield Twp,Pond Creek,PA
01463500,2013,40.562433,-75.512022,"Little Lehigh Parkway, City of Allentown",Little Lehigh Creek,PA
01463500,2013,40.582233,-75.482992,"Little Lehigh Parkway, City of Allentown",Little Lehigh Creek,PA
01463500,2013,40.619525,-75.476517,"Jordan Park, City of Allentown",Jordan Creek,PA
01463500,2013,40.623267,-75.482117,MacArthur Road Bridge Whitehall Township,Jordan Creek,PA
01463500,2013,40.624414,-75.488403,"Route 22 Bridge, Whitehall Township",Jordan Creek,PA
01463500,2013,40.627647,-75.489333,Whitehall Township,Jordan Creek,PA
01463500,2013,40.621800,-75.384000,Johnston Park,Monocacy Creek,PA
01463500,2013,40.575034,-75.093983,"Milford Borough, Hunterdon County",Hakihokake Creek,NJ
01464750,2008,40.265600,-75.126100,Doylestown,Tributary to Neshaminy Creek,PA
01465500,2008,40.265600,-75.126100,Doylestown,Tributary to Neshaminy Creek,PA
01465850,2013,39.858300,-74.596700,"Woodland Twp., Burlington County",Trib to Burrs Mill Brook,NJ
01467042,2007,40.112881,-75.073611,Philadelphia,Pennypack Creek,PA
01467048,2006,40.047640,-75.033600,Philadelphia,Pennypack Creek,PA
01467048,2007,40.112881,-75.073611,Philadelphia,Pennypack Creek,PA
01470779,2004,40.387220,-76.171400,Robesonia,Tulpehocken Creek,PA
01470960,2004,40.387220,-76.171400,Robesonia,Tulpehocken Creek,PA
01471000,2004,40.387220,-76.171400,Robesonia,Tulpehocken Creek,PA
01471510,2004,40.387220,-76.171400,Robesonia,Tulpehocken Creek,PA
01471510,2007,40.458954,-75.981846,Centre,Irish Creek,PA
01471510,2008,40.457600,-75.965600,,Tributary to Schuykill River,PA
01471510,2010,40.406400,-75.886000,,Furnace Creek,PA
01471510,2011,40.437667,-75.958934,,Unami Creek,PA
01471875,2010,40.406111,-75.788611,Oley Furnace,Furnace Run,PA
01471980,2010,40.406111,-75.788611,Oley Furnace,Furnace Run,PA
01472000,2000,40.246300,-75.656500,Pottstown,Manatawny Creek,PA
01472000,2004,40.328160,-75.953600,Wyomissing,Wyomissing Creek,PA
01472000,2004,40.328000,-75.951300,West Reading,Wyomissing Creek,PA
01472000,2004,40.328330,-75.951700,West Reading,Wyomissing Creek,PA
01472000,2004,40.387220,-76.171400,Robesonia,Tulpehocken Creek,PA
01472000,2004,40.343500,-75.886800,Reading,Tributary to Antietam Creek,PA
01472000,2006,40.282200,-75.992100,,Wyomissing Creek,PA
01472000,2007,40.458954,-75.981846,Centre,Irish Creek,PA
01472000,2008,40.457600,-75.965600,,Tributary to Schuykill River,PA
01472000,2010,40.406400,-75.886000,,Furnace Creek,PA
01472000,2010,40.406111,-75.788611,Oley Furnace,Furnace Run,PA
01472000,2011,40.437667,-75.958934,,Unami Creek,PA
01472199,2007,40.385443,-75.585120,Summerhill,Laurel Run,PA
01473000,2007,40.385443,-75.585120,Summerhill,Laurel Run,PA
01473500,2000,40.246300,-75.656500,Pottstown,Manatawny Creek,PA
01473500,2003,40.157600,-75.464100,Collegeville,Doe Run,PA
01473500,2003,40.191110,-75.449400,Collegeville,Perkiomen Creek,PA
01473500,2004,40.328160,-75.953600,Wyomissing,Wyomissing Creek,PA
01473500,2004,40.328000,-75.951300,West Reading,Wyomissing Creek,PA
01473500,2004,40.328330,-75.951700,West Reading,Wyomissing Creek,PA
01473500,2004,40.387220,-76.171400,Robesonia,Tulpehocken Creek,PA
01473500,2004,40.343500,-75.886800,Reading,Tributary to Antietam Creek,PA
01473500,2005,40.097100,-75.604300,Malvern,tributary to Pickering Creek,PA
01473500,2005,40.119380,-75.458100,Phoenixville,Perkiomen Creek,PA
01473500,2006,40.282200,-75.992100,,Wyomissing Creek,PA
01473500,2007,40.198172,-75.683283,Pottstown,Tributary to Pigeon Creek,PA
01473500,2007,40.385443,-75.585120,Summerhill,Laurel Run,PA
01473500,2007,40.458954,-75.981846,Centre,Irish Creek,PA
01473500,2008,40.457600,-75.965600,,Tributary to Schuykill River,PA
01473500,2009,40.208098,-75.564848,Royersford,Schuylkill River,PA
01473500,2010,40.406400,-75.886000,,Furnace Creek,PA
01473500,2010,40.406111,-75.788611,Oley Furnace,Furnace Run,PA
01473500,2011,40.138521,-75.347212,,Stony Creek,PA
01473500,2011,40.437667,-75.958934,,Unami Creek,PA
01473800,2000,40.246300,-75.656500,Pottstown,Manatawny Creek,PA
01473800,2003,40.157600,-75.464100,Collegeville,Doe Run,PA
01473800,2003,40.191110,-75.449400,Collegeville,Perkiomen Creek,PA
01473800,2004,40.328160,-75.953600,Wyomissing,Wyomissing Creek,PA
01473800,2004,40.328000,-75.951300,West Reading,Wyomissing Creek,PA
01473800,2004,40.328330,-75.951700,West Reading,Wyomissing Creek,PA
01473800,2004,40.387220,-76.171400,Robesonia,Tulpehocken Creek,PA
01473800,2004,40.343500,-75.886800,Reading,Tributary to Antietam Creek,PA
01473800,2005,40.097100,-75.604300,Malvern,tributary to Pickering Creek,PA
01473800,2005,40.119380,-75.458100,Phoenixville,Perkiomen Creek,PA
01473800,2006,40.282200,-75.992100,,Wyomissing Creek,PA
01473800,2007,40.198172,-75.683283,Pottstown,Tributary to Pigeon Creek,PA
01473800,2007,40.385443,-75.585120,Summerhill,Laurel Run,PA
01473800,2007,40.458954,-75.981846,Centre,Irish Creek,PA
01473800,2008,40.457600,-75.965600,,Tributary to Schuykill River,PA
01473800,2009,40.076360,-75.316260,Norristown,Schuylkill River,PA
01473800,2009,40.208098,-75.564848,Royersford,Schuylkill River,PA
01473800,2010,40.406400,-75.886000,,Furnace Creek,PA
01473800,2010,40.406111,-75.788611,Oley Furnace,Furnace Run,PA
01473800,2011,40.069500,-75.335500,,Gulph Creek,PA
01473800,2011,40.138521,-75.347212,,Stony Creek,PA
01473800,2011,40.437667,-75.958934,,Unami Creek,PA
01473900,2004,40.139100,-75.159000,Dresher,Tributary to Sandy Run,PA
01473900,2011,40.186560,-75.255277,,Wissahickon Creek,PA
01474000,2004,40.139100,-75.159000,Dresher,Tributary to Sandy Run,PA
01474000,2011,40.186560,-75.255277,,Wissahickon Creek,PA
01474500,2000,40.246300,-75.656500,Pottstown,Manatawny Creek,PA
01474500,2003,40.157600,-75.464100,Collegeville,Doe Run,PA
01474500,2003,40.191110,-75.449400,Collegeville,Perkiomen Creek,PA
01474500,2004,40.139100,-75.159000,Dresher,Tributary to Sandy Run,PA
01474500,2004,40.328160,-75.953600,Wyomissing,Wyomissing Creek,PA
01474500,2004,40.328000,-75.951300,West Reading,Wyomissing Creek,PA
01474500,2004,40.328330,-75.951700,West Reading,Wyomissing Creek,PA
01474500,2004,40.387220,-76.171400,Robesonia,Tulpehocken Creek,PA
01474500,2004,40.343500,-75.886800,Reading,Tributary to Antietam Creek,PA
01474500,2005,40.097100,-75.604300,Malvern,tributary to Pickering Creek,PA
01474500,2005,40.119380,-75.458100,Phoenixville,Perkiomen Creek,PA
01474500,2006,40.282200,-75.992100,,Wyomissing Creek,PA
01474500,2007,40.198172,-75.683283,Pottstown,Tributary to Pigeon Creek,PA
01474500,2007,40.385443,-75.585120,Summerhill,Laurel Run,PA
01474500,2007,40.458954,-75.981846,Centre,Irish Creek,PA
01474500,2008,40.457600,-75.965600,,Tributary to Schuykill River,PA
01474500,2009,40.076360,-75.316260,Norristown,Schuylkill River,PA
01474500,2009,40.208098,-75.564848,Royersford,Schuylkill River,PA
01474500,2010,40.406400,-75.886000,,Furnace Creek,PA
01474500,2010,40.406111,-75.788611,Oley Furnace,Furnace Run,PA
01474500,2011,40.069500,-75.335500,,Gulph Creek,PA
01474500,2011,40.138521,-75.347212,,Stony Creek,PA
01474500,2011,40.186560,-75.255277,,Wissahickon Creek,PA
01474500,2011,40.437667,-75.958934,,Unami Creek,PA
01475000,2011,39.735389,-75.110254,Washington Township,Duffield Run,NJ
01475510,2012,39.931904,-75.283625,Lansdowne,Darby Creek,PA
01475510,2012,39.934830,-75.288481,Drexel Hill/Clifton Heights,Darby Creek,PA
01476480,2008,39.968028,-75.484450,Willistown,Ridley Creek,PA
01477000,2009,39.887506,-75.444089,Crozierville,West Branch Chester Creek,PA
01477000,2009,39.887506,-75.444089,Aston,West Branch Chester Creek,PA
01477000,2010,39.884506,-75.446399,Aston,WB Chester Creek,PA
01480700,2012,40.098206,-75.845592,Honey Brook,East Branch Brandywine Creek,PA
01480700,2012,40.100295,-75.841574,Honey Brook,East Branch Brandywine Creek,PA
01480870,2012,40.098206,-75.845592,Honey Brook,East Branch Brandywine Creek,PA
01480870,2012,40.100295,-75.841574,Honey Brook,East Branch Brandywine Creek,PA
01481000,2010,39.947995,-75.654540,West Chester,Tributary to East Branch Brandywine Creek,PA
01481000,2012,40.098206,-75.845592,Honey Brook,East Branch Brandywine Creek,PA
01481000,2012,40.100295,-75.841574,Honey Brook,East Branch Brandywine Creek,PA
01481500,2010,39.947995,-75.654540,West Chester,Tributary to East Branch Brandywine Creek,PA
01481500,2012,40.098206,-75.845592,Honey Brook,East Branch Brandywine Creek,PA
01481500,2012,40.100295,-75.841574,Honey Brook,East Branch Brandywine Creek,PA
01502500,2011,42.882778,-75.192778,Winfield,Unadilla River,NY
01503000,2011,42.308056,-75.238889,North Franklin,Tributary to Carrs Creek,NY
01503000,2011,42.882778,-75.192778,Winfield,Unadilla River,NY
01505000,2011,42.854167,-75.663611,Madison County,Eaton Brook,NY
01507000,2007,42.534722,-75.534444,Norwich,Canasawacta Creek,NY
01507000,2011,42.854167,-75.663611,Madison County,Eaton Brook,NY
01512500,2007,42.534722,-75.534444,Norwich,Canasawacta Creek,NY
01512500,2011,42.854167,-75.663611,Madison County,Eaton Brook,NY
01513831,2007,42.534722,-75.534444,Norwich,Canasawacta Creek,NY
01513831,2011,42.040278,-75.809167,Conklin,Tributary to Susquehannna River,NY
01513831,2011,42.308056,-75.238889,North Franklin,Tributary to Carrs Creek,NY
01513831,2011,42.854167,-75.663611,Madison County,Eaton Brook,NY
01513831,2011,42.882778,-75.192778,Winfield,Unadilla River,NY
01515000,2007,42.534722,-75.534444,Norwich,Canasawacta Creek,NY
01515000,2011,42.040278,-75.809167,Conklin,Tributary to Susquehannna River,NY
01515000,2011,42.308056,-75.238889,North Franklin,Tributary to Carrs Creek,NY
01515000,2011,42.854167,-75.663611,Madison County,Eaton Brook,NY
01515000,2011,42.882778,-75.192778,Winfield,Unadilla River,NY
01531500,2007,42.534722,-75.534444,Norwich,Canasawacta Creek,NY
01531500,2011,42.040278,-75.809167,Conklin,Tributary to Susquehannna River,NY
01531500,2011,42.308056,-75.238889,North Franklin,Tributary to Carrs Creek,NY
01531500,2011,42.854167,-75.663611,Madison County,Eaton Brook,NY
01531500,2011,42.882778,-75.192778,Winfield,Unadilla River,NY
01533400,2007,42.534722,-75.534444,Norwich,Canasawacta Creek,NY
01533400,2011,42.040278,-75.809167,Conklin,Tributary to Susquehannna River,NY
01533400,2011,42.308056,-75.238889,North Franklin,Tributary to Carrs Creek,NY
01533400,2011,42.854167,-75.663611,Madison County,Eaton Brook,NY
01533400,2011,42.882778,-75.192778,Winfield,Unadilla River,NY
01534000,2010,41.634897,-75.573306,Clifford Twp,Dundaff Creek,PA
01534500,2010,41.548925,-75.565688,Carbondale,Rush Brook,PA
01534860,2010,41.548925,-75.565688,Carbondale,Rush Brook,PA
01536000,2010,41.548925,-75.565688,Carbondale,Rush Brook,PA
01536500,2002,41.258100,-75.792000,Pittston,Deep Hollow Creek,PA
01536500,2007,42.534722,-75.534444,Norwich,Canasawacta Creek,NY
01536500,2010,41.548925,-75.565688,Carbondale,Rush Brook,PA
01536500,2010,41.634897,-75.573306,Clifford Twp,Dundaff Creek,PA
01536500,2011,42.040278,-75.809167,Conklin,Tributary to Susquehannna River,NY
01536500,2011,42.308056,-75.238889,North Franklin,Tributary to Carrs Creek,NY
01536500,2011,42.854167,-75.663611,Madison County,Eaton Brook,NY
01536500,2011,42.882778,-75.192778,Winfield,Unadilla River,NY
01540500,1995,41.241667,-75.968333,Plymouth,Coal Creek,PA
01540500,1995,41.241667,-75.968333,Plymouth,Coal Creek,PA
01540500,1995,41.241667,-75.968333,Plymouth,Coal Creek,PA
01540500,2002,41.258100,-75.792000,Pittston,Deep Hollow Creek,PA
01540500,2007,41.028056,-76.447222,Columbia County,Fishing Creek,PA
01540500,2007,41.166843,-76.024518,Newport,Wanamie Run,PA
01540500,2007,42.534722,-75.534444,Norwich,Canasawacta Creek,NY
01540500,2009,41.148333,-76.165000,Shickshinny,Little Shickshinny Creek,PA
01540500,2010,41.548925,-75.565688,Carbondale,Rush Brook,PA
01540500,2010,41.634897,-75.573306,Clifford Twp,Dundaff Creek,PA
01540500,2011,42.040278,-75.809167,Conklin,Tributary to Susquehannna River,NY
01540500,2011,42.308056,-75.238889,North Franklin,Tributary to Carrs Creek,NY
01540500,2011,42.854167,-75.663611,Madison County,Eaton Brook,NY
01540500,2011,42.882778,-75.192778,Winfield,Unadilla River,NY
01540500,2012,41.118333,-76.516667,Greenwood Twp,Little Fishing Creek,PA
01541000,2010,40.617642,-78.781578,Barr Twp,Browns Run,PA
01541200,2010,40.617642,-78.781578,Barr Twp,Browns Run,PA
01541303,2010,40.617642,-78.781578,Barr Twp,Browns Run,PA
01541500,2007,40.817593,-78.599896,Irvona,North Witmer Run,PA
01542500,2007,40.817593,-78.599896,Irvona,North Witmer Run,PA
01542500,2010,40.617642,-78.781578,Barr Twp,Browns Run,PA
01542500,2010,40.861667,-78.116111,Centre,Sixmile Creek,PA
01542500,2013,41.044444,-78.219444,"Graham Twp, Clearfield Co",Big Run,PA
01545500,2007,40.817593,-78.599896,Irvona,North Witmer Run,PA
01545500,2010,40.617642,-78.781578,Barr Twp,Browns Run,PA
01545500,2010,40.861667,-78.116111,Centre,Sixmile Creek,PA
01545500,2013,41.044444,-78.219444,"Graham Twp, Clearfield Co",Big Run,PA
01546400,2010,40.742778,-77.844444,Centre,Tributary to Slab Cabin Run,PA
01546500,2010,40.742778,-77.844444,Centre,Tributary to Slab Cabin Run,PA
01547100,2007,40.930889,-77.785616,Milesburg,Spring Creek,PA
01547100,2010,40.742778,-77.844444,Centre,Tributary to Slab Cabin Run,PA
01547200,2007,40.930889,-77.785616,Milesburg,Spring Creek,PA
01547200,2010,40.742778,-77.844444,Centre,Tributary to Slab Cabin Run,PA
01547500,2005,40.979480,-77.758100,Howard,Wallace Run,PA
01547500,2007,40.930889,-77.785616,Milesburg,Spring Creek,PA
01547500,2010,40.742778,-77.844444,Centre,Tributary to Slab Cabin Run,PA
01548000,2005,40.979480,-77.758100,Howard,Wallace Run,PA
01548000,2007,40.930889,-77.785616,Milesburg,Spring Creek,PA
01548000,2010,40.742778,-77.844444,Centre,Tributary to Slab Cabin Run,PA
01548005,2005,40.979480,-77.758100,Howard,Wallace Run,PA
01548005,2007,40.930889,-77.785616,Milesburg,Spring Creek,PA
01548005,2010,40.742778,-77.844444,Centre,Tributary to Slab Cabin Run,PA
01551500,2000,41.335300,-77.729000,Renovo,Paddy Run,PA
01551500,2005,40.979480,-77.758100,Howard,Wallace Run,PA
01551500,2007,40.817593,-78.599896,Irvona,North Witmer Run,PA
01551500,2007,40.930889,-77.785616,Milesburg,Spring Creek,PA
01551500,2009,41.094276,-77.479430,,Fishing Creek,PA
01551500,2010,40.617642,-78.781578,Barr Twp,Browns Run,PA
01551500,2010,40.742778,-77.844444,Centre,Tributary to Slab Cabin Run,PA
01551500,2010,40.861667,-78.116111,Centre,Sixmile Creek,PA
01551500,2013,41.044444,-78.219444,"Graham Twp, Clearfield Co",Big Run,PA
01553500,2000,41.335300,-77.729000,Renovo,Paddy Run,PA
01553500,2005,40.979480,-77.758100,Howard,Wallace Run,PA
01553500,2007,40.817593,-78.599896,Irvona,North Witmer Run,PA
01553500,2007,40.930889,-77.785616,Milesburg,Spring Creek,PA
01553500,2007,41.170922,-76.772072,Muncy,Tributary to Glade Run,PA
01553500,2009,41.094276,-77.479430,,Fishing Creek,PA
01553500,2010,40.617642,-78.781578,Barr Twp,Browns Run,PA
01553500,2010,40.742778,-77.844444,Centre,Tributary to Slab Cabin Run,PA
01553500,2010,40.861667,-78.116111,Centre,Sixmile Creek,PA
01553500,2013,41.044444,-78.219444,"Graham Twp, Clearfield Co",Big Run,PA
01554000,1995,41.241667,-75.968333,Plymouth,Coal Creek,PA
01554000,1995,41.241667,-75.968333,Plymouth,Coal Creek,PA
01554000,1995,41.241667,-75.968333,Plymouth,Coal Creek,PA
01554000,2000,41.335300,-77.729000,Renovo,Paddy Run,PA
01554000,2002,41.258100,-75.792000,Pittston,Deep Hollow Creek,PA
01554000,2005,40.979480,-77.758100,Howard,Wallace Run,PA
01554000,2007,40.817593,-78.599896,Irvona,North Witmer Run,PA
01554000,2007,40.930889,-77.785616,Milesburg,Spring Creek,PA
01554000,2007,40.911351,-76.963077,New Berlin,Tributary to Turtle Creek,PA
01554000,2007,41.028056,-76.447222,Columbia County,Fishing Creek,PA
01554000,2007,41.170922,-76.772072,Muncy,Tributary to Glade Run,PA
01554000,2007,41.166843,-76.024518,Newport,Wanamie Run,PA
01554000,2007,42.534722,-75.534444,Norwich,Canasawacta Creek,NY
01554000,2009,40.930000,-76.765000,Northumberland,Lithia Springs Creek,PA
01554000,2009,41.094276,-77.479430,,Fishing Creek,PA
01554000,2009,40.971667,-76.621667,Danville,Mahoning Creek,PA
01554000,2009,41.148333,-76.165000,Shickshinny,Little Shickshinny Creek,PA
01554000,2010,40.617642,-78.781578,Barr Twp,Browns Run,PA
01554000,2010,40.742778,-77.844444,Centre,Tributary to Slab Cabin Run,PA
01554000,2010,40.861667,-78.116111,Centre,Sixmile Creek,PA
01554000,2010,41.548925,-75.565688,Carbondale,Rush Brook,PA
01554000,2010,41.634897,-75.573306,Clifford Twp,Dundaff Creek,PA
01554000,2011,42.040278,-75.809167,Conklin,Tributary to Susquehannna River,NY
01554000,2011,42.308056,-75.238889,North Franklin,Tributary to Carrs Creek,NY
01554000,2011,42.854167,-75.663611,Madison County,Eaton Brook,NY
01554000,2011,42.882778,-75.192778,Winfield,Unadilla River,NY
01554000,2012,41.118333,-76.516667,Greenwood Twp,Little Fishing Creek,PA
01554000,2013,41.044444,-78.219444,"Graham Twp, Clearfield Co",Big Run,PA
01555000,2006,40.878904,-77.134651,Millmont,Penns Creek,PA
01556000,1996,40.471300,-78.207700,Williamsburg,Frankstown Branch Juniata River,PA
01558000,2011,40.676500,-78.201100,,Tributary to Logan Spring Run,PA
01559000,1996,40.471300,-78.207700,Williamsburg,Frankstown Branch Juniata River,PA
01559000,2009,40.471667,-78.163333,Williamsburg,Snare Run,PA
01559000,2011,40.676500,-78.201100,,Tributary to Logan Spring Run,PA
01563200,2013,40.328333,-78.120000,"Todd Twp, Huntingdon County",Great Trough Creek,PA
01563500,1996,40.471300,-78.207700,Williamsburg,Frankstown Branch Juniata River,PA
01563500,2009,40.471667,-78.163333,Williamsburg,Snare Run,PA
01563500,2011,40.676500,-78.201100,,Tributary to Logan Spring Run,PA
01563500,2013,40.328333,-78.120000,"Todd Twp, Huntingdon County",Great Trough Creek,PA
01565000,2004,40.666800,-77.599000,Burnham,Tea Creek,PA
01567000,1996,40.471300,-78.207700,Williamsburg,Frankstown Branch Juniata River,PA
01567000,2004,40.666800,-77.599000,Burnham,Tea Creek,PA
01567000,2006,40.235833,-77.886667,,Black Log Creek,PA
01567000,2006,40.557050,-77.684200,Lewistown,Strodes Run,PA
01567000,2009,40.471667,-78.163333,Williamsburg,Snare Run,PA
01567000,2011,40.676500,-78.201100,,Tributary to Logan Spring Run,PA
01567000,2013,40.328333,-78.120000,"Todd Twp, Huntingdon County",Great Trough Creek,PA
01570000,2003,40.194100,-77.372000,Newville,Conodoguinet Creek,PA
01570000,2004,40.010100,-77.461800,Shippensburg,Burd Run,PA
01570000,2008,40.199883,-77.418006,Newville,Doubling Gap Creek,PA
01570000,2010,40.081298,-77.541849,Shippensburg,Middle Spring Creek,PA
01571500,2000,40.123300,-77.221100,Carlisle,Yellow Breeches Creek,PA
01571500,2005,40.165840,-76.908500,Mechanicsburg,Yellow Breeches Creek,PA
01571500,2007,40.140647,-77.127686,South Middleton Township,Yellow Breeches Creek,PA
01571500,2007,40.228322,-76.920124,Camp Hill,Tributary to Cedar Run,PA
01571500,2007,40.228909,-76.920079,Camp Hill,Tribuary to Cedar Run,PA
01571500,2008,40.211863,-76.906846,Camp Hill,Yellow Breeches Creek,PA
01571500,2009,40.222990,-76.899750,New Cumberland,Yellow Breeches Creek,PA
01571500,2011,40.148488,-77.012643,,Yellow Breeches,PA
01571500,2011,40.149058,-77.012125,,Tributary to Yellow Breeches,PA
01571500,2011,40.149058,-77.012125,,Tributary to Yellow Breeches,PA
01572025,2001,40.648110,-76.359100,,Manantango Creek,PA
01572025,2004,40.622800,-76.402800,Pine Grove,Poplar Run,PA
01572025,2004,40.624100,-76.400000,Pine Grove,Poplar Run,PA
01572025,2011,40.605600,-76.375500,,Black Creek,PA
01572025,2011,40.622400,-76.324700,,Black Creek,PA
01572190,2001,40.648110,-76.359100,,Manantango Creek,PA
01572190,2004,40.622800,-76.402800,Pine Grove,Poplar Run,PA
01572190,2004,40.624100,-76.400000,Pine Grove,Poplar Run,PA
01572190,2011,40.605600,-76.375500,,Black Creek,PA
01572190,2011,40.622400,-76.324700,,Black Creek,PA
01573000,2001,40.648110,-76.359100,,Manantango Creek,PA
01573000,2004,40.622800,-76.402800,Pine Grove,Poplar Run,PA
01573000,2004,40.624100,-76.400000,Pine Grove,Poplar Run,PA
01573000,2011,40.605600,-76.375500,,Black Creek,PA
01573000,2011,40.622400,-76.324700,,Black Creek,PA
01573560,2001,40.648110,-76.359100,,Manantango Creek,PA
01573560,2004,40.622800,-76.402800,Pine Grove,Poplar Run,PA
01573560,2004,40.624100,-76.400000,Pine Grove,Poplar Run,PA
01573560,2011,40.605600,-76.375500,,Black Creek,PA
01573560,2011,40.622400,-76.324700,,Black Creek,PA
01573560,2012,40.370000,-76.614167,"Trafford Borough, Westmoreland County",Turtle Creek,PA
01573825,2005,39.906320,-77.100700,New Oxford,Conewago Creek,PA
01574000,2004,40.014170,-76.926400,Dover,Conewago Creek,PA
01574000,2005,39.906320,-77.100700,New Oxford,Conewago Creek,PA
01574000,2006,40.121977,-76.816708,York Haven,Tributary to Bennett Run,PA
01575000,2000,39.831670,-76.761500,Seven Valleys,South Branch Codorus Creek,PA
01575500,2000,39.831670,-76.761500,Seven Valleys,South Branch Codorus Creek,PA
01576500,2000,40.153160,-76.128400,Ephrata,Conestoga River,PA
01576500,2000,40.153300,-76.127500,Ephrata,Conestoga River,PA
01576500,2000,40.162180,-76.109900,Ephrata,Muddy Creek,PA
01576500,2000,40.162670,-76.110400,Ephrata,Muddy Creek,PA
01576500,2000,40.172580,-76.105100,Ephrata,Muddy Creek,PA
01576500,2000,40.174400,-76.079400,New Holland,Muddy Creek,PA
01576500,2000,40.195240,-76.163500,Ephrata,Cocalico Creek,PA
01576500,2001,40.175500,-76.077000,New Holland,Muddy Creek,PA
01576500,2001,40.178610,-76.070300,New Holland,Muddy Creek,PA
01576500,2001,40.179600,-76.069000,Denver,Muddy Creek,PA
01576500,2001,40.178100,-76.051100,Denver,Muddy Creek,PA
01576500,2001,40.242230,-76.336100,Lititz,Hammer Creek,PA
01576500,2001,40.279300,-76.357800,Lebanon,Hammer Creek,PA
01576500,2002,40.146630,-76.278000,Lititz,Lititz Run,PA
01576500,2002,40.276800,-76.357800,South Lebanon,Tributary to Hammer Creek,PA
01576500,2008,40.114770,-76.248040,,Lititz Run,PA
01576500,2010,40.153300,-76.127500,Ephrata,Conestoga River,PA
01576754,1999,39.962900,-76.365200,Millersville,Conestoga River,PA
01576754,2000,40.153160,-76.128400,Ephrata,Conestoga River,PA
01576754,2000,40.153300,-76.127500,Ephrata,Conestoga River,PA
01576754,2000,40.162180,-76.109900,Ephrata,Muddy Creek,PA
01576754,2000,40.162670,-76.110400,Ephrata,Muddy Creek,PA
01576754,2000,40.172580,-76.105100,Ephrata,Muddy Creek,PA
01576754,2000,40.174400,-76.079400,New Holland,Muddy Creek,PA
01576754,2000,40.195240,-76.163500,Ephrata,Cocalico Creek,PA
01576754,2001,40.175500,-76.077000,New Holland,Muddy Creek,PA
01576754,2001,40.178610,-76.070300,New Holland,Muddy Creek,PA
01576754,2001,40.179600,-76.069000,Denver,Muddy Creek,PA
01576754,2001,40.178100,-76.051100,Denver,Muddy Creek,PA
01576754,2001,40.242230,-76.336100,Lititz,Hammer Creek,PA
01576754,2001,40.279300,-76.357800,Lebanon,Hammer Creek,PA
01576754,2002,40.146630,-76.278000,Lititz,Lititz Run,PA
01576754,2002,40.276800,-76.357800,South Lebanon,Tributary to Hammer Creek,PA
01576754,2003,40.009730,-76.277300,Lancaster,Mill Creek,PA
01576754,2008,40.114770,-76.248040,,Lititz Run,PA
01576754,2010,40.070189,-76.086634,Ephrata/New Holland,Groff Run,PA
01576754,2010,40.153300,-76.127500,Ephrata,Conestoga River,PA
01576787,2001,40.010550,-76.095400,Paradise,Pequea Creek,PA
01576787,2001,40.011380,-76.062400,Kinzers,Houston Run,PA
01576787,2003,40.000200,-76.110000,New Holland,Eshleman Run,PA
01576787,2006,40.012780,-76.128800,Gordonville,Pequea Creek,PA
01576787,2010,40.019200,-75.984600,Salisbury Twp,Pequea Creek,PA
01610000,2007,39.580200,-78.745100,Cumberland,Potomac River,MD
01610000,2007,39.580223,-78.744518,Cumberland,Potomac River,MD
01613000,2007,39.580200,-78.745100,Cumberland,Potomac River,MD
01613000,2007,39.580223,-78.744518,Cumberland,Potomac River,MD
01614500,2005,39.918333,-77.455000,,Birch Run,PA
01614500,2005,39.961190,-77.647900,Chambersburg,Conococheague Creek,PA
01614500,2006,39.946360,-77.660400,Chambersburg,Conococheague Creek,PA
01618000,2005,39.918333,-77.455000,,Birch Run,PA
01618000,2005,39.961190,-77.647900,Chambersburg,Conococheague Creek,PA
01618000,2006,39.946360,-77.660400,Chambersburg,Conococheague Creek,PA
01618000,2007,39.580200,-78.745100,Cumberland,Potomac River,MD
01618000,2007,39.580223,-78.744518,Cumberland,Potomac River,MD
01619000,2010,39.788333,-77.603333,,Tributary to West Branch Antietam Creek,PA
01619500,2010,39.788333,-77.603333,,Tributary to West Branch Antietam Creek,PA
01622000,2013,38.357920,-79.030160,"Mossy Creek, Augusta County",Mossy Creek (trib to North River in Shenandoah Drainage),VA
01626850,2011,38.060594,-78.899567,Waynesboro,South River,VA
01627500,2011,38.060594,-78.899567,Waynesboro,South River,VA
01628500,2005,38.306775,-78.894436,,Shenandoah River Middle Branch,VA
01628500,2011,38.060594,-78.899567,Waynesboro,South River,VA
01628500,2013,38.357920,-79.030160,"Mossy Creek, Augusta County",Mossy Creek (trib to North River in Shenandoah Drainage),VA
